id,gender,relationship_status,education,location,sports,favorite_teams,friends_count,posts_count,likes_count,music_count,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
9161672186348845,male,married,Master's,"South Karenton, Korea","['Baseball', 'Tennis', 'Football']","['Real Madrid', 'New York Knicks']",50,8,4973,106,0.7497698158526821,0.8016000000000001,0.40300060012002403,0.553,0.7977207365892715
3554618690866240,male,divorced,Associate's,"Wongfort, Belarus",['Tennis'],['FC Barcelona'],4015,105,6720,197,0.46725380304243397,0.42100000000000004,0.6409481896379277,0.5985,0.6889847878302642
4854919953297285,male,divorced,High School,"South Samantha, Croatia","['Soccer', 'Hockey']",['Real Madrid'],3039,396,2216,183,0.322177742193755,0.4792,0.5823764752950591,0.5915,0.75288903122498
2358530803662709,female,single,Associate's,"Lake Shane, Taiwan","['Soccer', 'Hockey', 'Football']","['New York Knicks', 'FC Barcelona']",3562,399,4262,13,0.44265412329863896,0.6798,0.61376275255051,0.7064999999999999,0.6697835068054443
89184894652739,female,married,Master's,"Rogersstad, Afghanistan","['Soccer', 'Tennis', 'Basketball']","['Manchester United', 'Real Madrid']",3778,321,1794,120,0.7179543634907926,0.8642000000000001,0.6267253450690138,0.76,0.7997825460368295
4331812789839085,male,single,High School,"North Williamview, Finland","['Baseball', 'Soccer']",['Real Madrid'],4332,322,7273,46,0.3727882305844676,0.6644,0.6599719943988798,0.523,0.5800470776621296
3117991007664030,female,widowed,PhD,"New Cassandraberg, Libyan Arab Jamahiriya",['Tennis'],['Los Angeles Lakers'],1586,413,1512,177,0.9151321056845476,0.5826,0.49517903580716144,0.7885,0.7742715772618094
363799016069970,male,widowed,PhD,"Haneychester, Saint Barthelemy","['Soccer', 'Baseball']","['Real Madrid', 'New York Knicks']",3176,289,5192,33,0.9519615692554043,0.5578,0.5905981196239248,0.5165,0.6765537229783827
8892910717282814,female,married,Associate's,"Lake Jesusmouth, Panama","['Hockey', 'Baseball', 'Basketball']",['Real Madrid'],4934,363,2307,59,0.4230884707766213,0.8726,0.6960992198439688,0.7294999999999999,0.7624461168935148
9716112197487565,female,single,High School,"Shermanburgh, Burkina Faso","['Hockey', 'Football', 'Soccer']",['New York Knicks'],4922,259,4880,19,0.3488390712570056,0.6517999999999999,0.695379075815163,0.7094999999999999,0.7010437149719776
5738201193648324,female,widowed,Bachelor's,"West Dustin, United Kingdom","['Baseball', 'Soccer', 'Tennis']",['FC Barcelona'],2070,221,1263,111,0.5126401120896718,0.5442,0.5242248449689938,0.7555,0.861039551641313
9597277659784032,female,divorced,Master's,"Alexandraport, Mauritius","['Football', 'Hockey']","['Real Madrid', 'Manchester United']",1727,349,5375,147,0.753793034427542,0.4698,0.5036407281456291,0.7735,0.645227862289832
9732070496000464,male,divorced,PhD,"Brooksville, Peru","['Football', 'Tennis']","['New York Knicks', 'Real Madrid']",2305,454,5695,195,0.9569955964771818,0.4908,0.5383276655331066,0.5975,0.590417614091273
8803089629473485,male,divorced,Bachelor's,"Joshuaborough, Fiji","['Football', 'Tennis', 'Soccer']","['New York Knicks', 'FC Barcelona']",2420,280,1669,151,0.5167033626901522,0.456,0.5452290458091619,0.5755,0.8211865492393915
6821818399225600,female,divorced,High School,"Lake Cameronbury, Argentina","['Hockey', 'Football']",['FC Barcelona'],4579,483,2603,155,0.32605084067253803,0.49660000000000004,0.6747949589917983,0.7775,0.7025966373098478
3447948716273724,male,widowed,Bachelor's,"Stephenburgh, Morocco","['Hockey', 'Baseball']",['Los Angeles Lakers'],197,410,5223,96,0.5522718174539631,0.582,0.4118223644728946,0.548,0.6269127301841473
4516135892747272,female,married,High School,"New Fredport, Ethiopia",['Hockey'],"['New York Knicks', 'Real Madrid']",1629,178,6291,24,0.3629603682946357,0.8356,0.4977595519103821,0.712,0.6769585268214572
6389306445814448,male,widowed,Associate's,"West Thomaston, Trinidad and Tobago","['Baseball', 'Football', 'Tennis']",['Manchester United'],1114,59,2115,40,0.4211669335468375,0.5118,0.46685337067413485,0.52,0.8917322658126502
1973546843536542,female,widowed,High School,"Crawfordmouth, Egypt",['Baseball'],"['Real Madrid', 'New York Knicks']",2095,275,8589,156,0.38595876701361087,0.555,0.5257251450290058,0.778,0.5461649319455565
2218944548929594,male,single,PhD,"Greerberg, New Zealand","['Football', 'Hockey']","['Real Madrid', 'Los Angeles Lakers']",902,462,6237,34,0.9624199359487591,0.6924,0.45413082616523304,0.517,0.5655202562049639
6736453687482482,male,married,Associate's,"East Devinton, Pitcairn Islands","['Basketball', 'Tennis']",['Los Angeles Lakers'],1065,341,3128,92,0.4313050440352282,0.8682000000000001,0.4639127825565113,0.546,0.7383798238590873
6251383691487475,female,divorced,Bachelor's,"Tinastad, Iran","['Soccer', 'Hockey', 'Basketball']",['FC Barcelona'],4071,309,4799,50,0.5480284227381905,0.46180000000000004,0.6443088617723545,0.725,0.6842863090472378
6276376693048932,female,widowed,High School,"West Patriciahaven, Ukraine","['Hockey', 'Tennis', 'Soccer']",['Manchester United'],3847,321,791,194,0.30791633306645316,0.5642,0.630866173234647,0.7969999999999999,0.8399346677341872
7877051545521346,male,widowed,Master's,"East Evan, Ghana","['Soccer', 'Tennis', 'Hockey']","['New York Knicks', 'Los Angeles Lakers']",1652,120,2430,132,0.7243194555644515,0.524,0.49913982796559314,0.5660000000000001,0.8547221777421937
6098181424225104,male,widowed,Associate's,"Lake Michellefort, Sudan",['Tennis'],"['Real Madrid', 'Manchester United']",2952,418,9199,21,0.4920636509207366,0.5836,0.5771554310862173,0.5105,0.4645453963170536
2705870650466848,male,married,Master's,"South Sarahmouth, British Indian Ocean Territory (Chagos Archipelago)","['Football', 'Tennis', 'Basketball']","['Real Madrid', 'FC Barcelona']",2846,427,6956,12,0.7696156925540432,0.8854000000000001,0.5707941588317663,0.506,0.5507372297838271
6449073277923825,male,married,Bachelor's,"East Rebeccafort, Croatia","['Tennis', 'Baseball', 'Football']",['New York Knicks'],4477,174,6575,61,0.5658026421136909,0.8348,0.6686737347469494,0.5305,0.6671894315452361
7117577110532398,female,divorced,High School,"New Robertville, Guyana","['Football', 'Baseball', 'Basketball']",['Los Angeles Lakers'],4717,256,1223,47,0.3122397918334668,0.45120000000000005,0.6830766153230646,0.7234999999999999,0.8486408326661329
1876798967148053,female,widowed,Associate's,"Colemanmouth, Niger","['Hockey', 'Soccer', 'Baseball']","['Real Madrid', 'Manchester United']",1773,426,8961,3,0.4896817453963171,0.5851999999999999,0.5064012802560512,0.7014999999999999,0.4708730184147317
9282963312451079,female,divorced,Bachelor's,"West Deniseborough, Cocos (Keeling) Islands",['Football'],"['Los Angeles Lakers', 'FC Barcelona']",328,81,1826,107,0.5182746196957566,0.4162,0.4196839367873575,0.7535,0.8945015212169736
6348880865794206,male,married,PhD,"Jessicafurt, Bangladesh",['Football'],['Manchester United'],424,318,7880,19,0.978863090472378,0.8636,0.4254450890178036,0.5095,0.5573476381104884
3181410025694597,female,single,Master's,"Morganshire, Japan",['Basketball'],"['Real Madrid', 'Manchester United']",2438,323,65,70,0.700650520416333,0.6646,0.5463092618523705,0.735,0.8681979183346678
8028754606006975,male,divorced,Bachelor's,"Shafferport, Montserrat",['Tennis'],['FC Barcelona'],4503,196,5674,130,0.5567854283426741,0.43920000000000003,0.6702340468093619,0.565,0.6944582866293034
7114530521247708,male,married,Master's,"Kaneberg, Cameroon",['Football'],['FC Barcelona'],3083,34,2064,174,0.7206565252201761,0.8068000000000001,0.5850170034006801,0.587,0.9037738991192954
6381322508480146,female,divorced,PhD,"Joshuaville, Jamaica",['Baseball'],['Real Madrid'],1765,225,9892,193,0.9989991993594876,0.445,0.5059211842368474,0.7965,0.5140032025620497
8054055546058550,male,single,Bachelor's,"Stephentown, Georgia","['Basketball', 'Soccer']",['Manchester United'],3358,454,8218,185,0.5822457966373098,0.6908,0.6015203040608121,0.5925,0.4894168134507606
4841058586717730,female,divorced,Master's,"Hollyfurt, Philippines","['Basketball', 'Hockey', 'Soccer']",['Los Angeles Lakers'],3039,323,3558,189,0.7356084867894315,0.4646,0.5823764752950591,0.7945,0.7283660528422738
7556139938209130,female,single,Master's,"Christopherhaven, Philippines","['Basketball', 'Baseball', 'Hockey']","['New York Knicks', 'Real Madrid']",478,451,1521,66,0.7152221777421937,0.6901999999999999,0.4286857371474295,0.733,0.758711289031225
5142569554068600,female,single,PhD,"Stephanieshire, Montserrat",['Football'],['Los Angeles Lakers'],1177,321,8106,111,0.981124899919936,0.6642,0.4706341268253651,0.7555,0.5471004003202562
7368938573754694,male,widowed,High School,"Harryfort, Croatia",['Basketball'],['Los Angeles Lakers'],3218,302,518,108,0.30518414731785426,0.5604,0.593118623724745,0.554,0.8584634107285829
9133657297278659,female,married,Master's,"Atkinsmouth, British Indian Ocean Territory (Chagos Archipelago)","['Soccer', 'Tennis']","['FC Barcelona', 'New York Knicks']",3999,475,858,117,0.7085868694955965,0.895,0.63998799759952,0.7585,0.775652522017614
8933015266469930,female,widowed,PhD,"South Alexandra, Turkmenistan",['Hockey'],['Los Angeles Lakers'],355,262,7390,33,0.9739591673338671,0.5524,0.42130426085217043,0.7164999999999999,0.5993633306645316
1345580702552929,female,single,Associate's,"West Angelafort, Liberia","['Hockey', 'Tennis', 'Baseball']",['Real Madrid'],2537,421,4092,138,0.44095276220976787,0.6841999999999999,0.552250450090018,0.7689999999999999,0.6677889511609287
6376770433422199,male,married,High School,"West Janebury, Timor-Leste","['Football', 'Tennis', 'Basketball']","['FC Barcelona', 'Real Madrid']",2899,385,9371,42,0.39378502802241794,0.877,0.5739747949589918,0.521,0.4708598879103282
3507035086026789,male,divorced,Associate's,"Davidmouth, Vietnam","['Basketball', 'Soccer', 'Football']","['Real Madrid', 'Manchester United']",643,369,4764,197,0.4476781425140112,0.4738,0.4385877175435087,0.5985,0.6616874299439552
1365382054273153,male,divorced,PhD,"New Lauraview, Tuvalu","['Baseball', 'Hockey']",['Real Madrid'],4315,105,3682,148,0.9368494795836669,0.42100000000000004,0.6589517903580716,0.574,0.8106020816653322
4554040629598320,male,married,High School,"Riosmouth, Vanuatu",['Tennis'],['Real Madrid'],3183,424,2433,66,0.32434947958366694,0.8848,0.5910182036407281,0.533,0.7330020816653323
7242076022350537,female,widowed,Master's,"East Johnshire, Malaysia",['Football'],"['Manchester United', 'FC Barcelona']",1685,182,7462,192,0.774679743795036,0.5364,0.5011202240448089,0.7959999999999999,0.6284810248198559
8594148829253894,female,single,High School,"East Debraborough, Saint Kitts and Nevis","['Hockey', 'Baseball', 'Basketball']",['Los Angeles Lakers'],418,128,4986,171,0.34989991993594877,0.6255999999999999,0.4250850170034007,0.7855,0.7492003202562049
2859920449355694,female,widowed,High School,"Lake James, Tokelau","['Football', 'Basketball', 'Tennis']","['FC Barcelona', 'New York Knicks']",201,294,5529,147,0.35533426741393115,0.5588,0.41206241248249653,0.7735,0.6610629303442753
2855974211496127,male,single,High School,"Lake Josephborough, Greece",['Baseball'],"['FC Barcelona', 'New York Knicks']",2804,223,3141,156,0.3314351481184948,0.6446,0.5682736547309462,0.5780000000000001,0.7850594075260209
5751578866654724,female,married,PhD,"East Ericfort, Fiji",['Football'],['Los Angeles Lakers'],4762,236,3264,183,0.932666132906325,0.8472000000000001,0.6857771554310863,0.7915,0.7749354683746997
8561846492502786,male,widowed,Master's,"Caseyview, Paraguay","['Basketball', 'Baseball', 'Soccer']","['New York Knicks', 'Real Madrid']",3736,363,7340,52,0.7734587670136108,0.5726,0.6242048409681936,0.526,0.5609649319455564
8904478759754056,female,single,Bachelor's,"Beckville, Isle of Man",['Tennis'],"['Real Madrid', 'New York Knicks']",4776,113,4308,112,0.5431144915932746,0.6225999999999999,0.686617323464693,0.756,0.7823420336269015
9197843205249736,male,divorced,Master's,"Patrickberg, Dominica","['Hockey', 'Baseball']",['Manchester United'],776,181,3731,158,0.7373398718975179,0.43620000000000003,0.4465693138627726,0.579,0.7782405124099279
3105171343660775,male,married,High School,"Port Tammy, Turkey",['Hockey'],"['New York Knicks', 'Manchester United']",3631,20,140,147,0.3014011208967174,0.804,0.6179035807161433,0.5735,0.9863955164131305
415622159451164,male,divorced,High School,"Derekbury, Holy See (Vatican City State)",['Tennis'],"['FC Barcelona', 'New York Knicks']",840,111,7806,183,0.3781224979983987,0.4222,0.6504100820164033,0.5915,0.6431100080064052
5763542532075014,male,married,Master's,"Hortonmouth, Palau","['Soccer', 'Hockey']",['Los Angeles Lakers'],4894,381,7232,40,0.7723779023218574,0.8762000000000001,0.6936987397479496,0.52,0.5580883907125701
199152006682073,male,married,PhD,"Matthewshire, French Guiana",['Soccer'],"['FC Barcelona', 'Manchester United']",3233,410,5730,71,0.9573458767013611,0.882,0.5940188037607521,0.5355,0.6066164931945556
4838247101812980,male,married,Bachelor's,"North Territon, Macao","['Hockey', 'Soccer', 'Basketball']","['Manchester United', 'FC Barcelona']",1819,136,6360,182,0.5636509207365893,0.8272,0.5091618323664733,0.591,0.6909963170536428
1897594339792549,male,divorced,High School,"East Scott, Saint Helena","['Football', 'Soccer']",['Manchester United'],4809,74,9671,160,0.39678742994395516,0.4148,0.6885977195439088,0.5800000000000001,0.5832502802241794
8878020617079807,male,single,Associate's,"West Nicholastown, Belize",['Hockey'],['New York Knicks'],3882,302,6670,84,0.4667534027221778,0.6604,0.6329665933186637,0.542,0.612186389111289
5391613536824674,male,single,Bachelor's,"Williamstad, Argentina","['Baseball', 'Soccer']",['Manchester United'],346,359,8991,145,0.5899819855884708,0.6718,0.4207641528305661,0.5725,0.49647205764611685
3894722209949059,male,married,Bachelor's,"Jacobsview, Comoros","['Football', 'Baseball']","['Manchester United', 'FC Barcelona']",2416,144,7978,54,0.5798438751000801,0.8288000000000001,0.5449889977995599,0.527,0.6230244995996798
6545239040968978,male,married,PhD,"Lisaside, Chad","['Soccer', 'Hockey']",['FC Barcelona'],4618,35,2414,32,0.9241593274619696,0.807,0.6771354270854171,0.516,0.8893626901521217
9847166453954845,male,married,PhD,"Smithborough, French Southern Territories","['Tennis', 'Basketball', 'Soccer']",['Los Angeles Lakers'],1282,267,6934,131,0.9693955164131305,0.8534,0.4769353870774155,0.5655,0.6156179343474779
8804686720714755,male,single,PhD,"East Sharon, Myanmar",['Soccer'],"['FC Barcelona', 'New York Knicks']",3657,154,5287,18,0.9529123298638912,0.6308,0.6194638927785557,0.509,0.7267506805444356
1001792399869575,male,divorced,Bachelor's,"New Anthony, Peru","['Baseball', 'Soccer', 'Football']","['Manchester United', 'Los Angeles Lakers']",2105,39,7889,140,0.578953162530024,0.4078,0.5263252650530106,0.57,0.6685873498799039
7418918978785591,male,married,Associate's,"Lake Julia, Heard Island and McDonald Islands","['Basketball', 'Hockey', 'Football']","['Los Angeles Lakers', 'New York Knicks']",1172,116,3294,77,0.4329663730984788,0.8232,0.4703340668133627,0.5385,0.8217345076060849
6180146631030838,male,single,PhD,"Guzmanberg, Egypt","['Baseball', 'Soccer', 'Tennis']","['New York Knicks', 'Los Angeles Lakers']",3995,492,2748,157,0.927502001601281,0.6984,0.639747949589918,0.5785,0.6931919935948759
7591002761907511,female,widowed,Bachelor's,"North Amandaport, Venezuela",['Basketball'],"['Real Madrid', 'FC Barcelona']",756,206,1861,83,0.518624899919936,0.5412,0.445369073814763,0.7414999999999999,0.8431004003202561
1057432555354496,female,single,High School,"West Gary, Estonia","['Football', 'Baseball']","['Manchester United', 'Los Angeles Lakers']",4456,486,4655,142,0.3465872698158527,0.6972,0.6674134826965393,0.7709999999999999,0.6192509207365893
791714776025316,female,widowed,PhD,"New Thomas, Equatorial Guinea",['Soccer'],['Los Angeles Lakers'],3889,297,3036,64,0.9303843074459568,0.5594,0.633386677335467,0.732,0.7596627702161729
1595818573495855,female,widowed,PhD,"Smithport, Cocos (Keeling) Islands","['Hockey', 'Soccer', 'Baseball']","['FC Barcelona', 'New York Knicks']",3034,358,6922,87,0.969275420336269,0.5716,0.5820764152830566,0.7434999999999999,0.5796983186549239
2133275976510468,female,divorced,PhD,"Laneburgh, Sao Tome and Principe","['Soccer', 'Hockey']",['New York Knicks'],4853,237,8443,77,0.9844975980784628,0.4474,0.6912382476495299,0.7384999999999999,0.5672096076861489
4754000116360501,male,divorced,High School,"South Lisa, Niue","['Basketball', 'Football', 'Hockey']",['Manchester United'],2949,72,4157,184,0.34160328262610085,0.41440000000000005,0.5769753950790159,0.592,0.8047868694955964
8736920562409174,female,single,PhD,"Carlmouth, Maldives","['Football', 'Baseball', 'Basketball']",['FC Barcelona'],4875,499,4328,16,0.9433146517213771,0.6998,0.6925585117023405,0.708,0.6271413931144916
7672865202173593,male,married,Associate's,"Kellychester, Japan","['Football', 'Basketball']",['New York Knicks'],4455,153,5083,181,0.4508706965572458,0.8306,0.6673534706941389,0.5905,0.7353172137710168
8201560307117643,female,divorced,Bachelor's,"Douglasmouth, Slovenia","['Football', 'Soccer']",['Los Angeles Lakers'],3635,125,8280,163,0.5828662930344275,0.42500000000000004,0.6181436287257451,0.7815,0.6185348278622897
3822369799935138,female,single,Associate's,"South Jamieview, Turkmenistan","['Hockey', 'Basketball']","['FC Barcelona', 'Real Madrid']",3379,273,3487,61,0.43489791833466773,0.6546,0.6027805561112223,0.7304999999999999,0.751208326661329
7331002607145320,female,married,High School,"South Felicia, Guinea","['Baseball', 'Football', 'Hockey']",['FC Barcelona'],4370,330,3159,43,0.331615292233787,0.8660000000000001,0.6622524504900981,0.7214999999999999,0.7415388310648519
1103995176963267,female,single,PhD,"Lake Jacob, Austria","['Soccer', 'Basketball']","['Los Angeles Lakers', 'Real Madrid']",514,351,7846,189,0.9785228182546037,0.6702,0.4308461692338468,0.7945,0.5455087269815853
5259839743298772,female,divorced,High School,"North Brent, Liechtenstein","['Football', 'Basketball']","['Real Madrid', 'Los Angeles Lakers']",1949,317,8178,35,0.3818454763811049,0.46340000000000003,0.5169633926785357,0.7174999999999999,0.5458180944755804
4473054352562006,male,married,High School,"Hollyfort, Burkina Faso","['Football', 'Tennis']","['FC Barcelona', 'Los Angeles Lakers']",4934,98,3336,71,0.333386709367494,0.8196,0.6960992198439688,0.5355,0.827253162530024
7380888754187582,female,divorced,PhD,"South Johnnyland, Bahamas",['Basketball'],['Manchester United'],2163,286,3910,2,0.9391313050440353,0.45720000000000005,0.5298059611922384,0.701,0.729074779823859
1207410880768482,female,single,Master's,"Timothyville, Timor-Leste",['Tennis'],"['Manchester United', 'FC Barcelona']",4051,352,3730,157,0.7373298638911129,0.6704,0.6431086217243449,0.7785,0.7098805444355484
3120331706834979,male,divorced,Master's,"Brianside, Paraguay","['Football', 'Basketball']",['New York Knicks'],4823,219,7174,29,0.7717974379503603,0.44380000000000003,0.6894378875775156,0.5145,0.6252102481985587
9330419852733513,female,divorced,High School,"Eugenemouth, Angola","['Hockey', 'Basketball', 'Football']",['Real Madrid'],2009,250,6933,170,0.36938550840672535,0.45,0.5205641128225645,0.7849999999999999,0.6224579663730985
847483893951660,female,single,High School,"West Donaldbury, Faroe Islands",['Soccer'],['Real Madrid'],1187,193,7108,49,0.37113690952762207,0.6386,0.4712342468493699,0.7244999999999999,0.6382523618895116
8666607789356579,male,divorced,Master's,"Katherineside, Djibouti","['Baseball', 'Football']",['New York Knicks'],4669,162,4187,185,0.7419035228182546,0.4324,0.6801960392078416,0.5925,0.7675859087269816
